区域名,锦江区,武侯区,青羊区,高新区,金牛区,成华区,天府新区,高新西区,双流区,温江区,郫都区,龙泉驿,新都区,天府新区南区,青白江
二手房数量,13151,12470,13209,15092,13210,15001,15294,1977,13584,15253,14203,15362,11540,14,3891
