区,0
双流区,16060.81
天府新区,22690.07
天府新区南区,10833.83
成华区,18987.82
新都区,12121.27
武侯区,18659.11
温江区,12457.4
郫都区,12479.59
金牛区,16100.45
锦江区,25608.59
青白江区,7250.83
青羊区,21796.62
高新区,27095.91
高新西区,13988.66
龙泉驿区,14008.73
